x,i,j,k,y
14.81718255,1,1,2,201.1110382
-30.6369445,0,0,1,-336.6771514
62.92910599,1,1,0,594.8596434
27.00359929,0,1,0,164.9097223
64.14392626,0,1,1,347.6924571
30.05141024,0,0,2,219.711159
29.29768113,1,1,2,-29.63540072
80.13569851,0,1,1,587.8761277
85.81544984,1,1,3,509.611069
9.094565591,0,1,3,134.781483
35.81008221,0,1,1,236.7072775
100.4186,0,0,1,539.2006197
10.4199778,0,1,1,165.9056159
-7.677939369,0,0,1,238.1170882
93.27462989,1,1,1,618.885356
-26.19426273,1,1,2,50.17299608
25.627157,1,1,1,194.9190877
58.73640365,0,0,2,331.3372043
107.2042526,0,1,1,455.9574445
38.109179,1,1,0,264.2711534
24.04113684,0,0,2,153.495018
89.89816819,0,0,2,393.7669341
38.60427742,1,1,2,204.6304404
49.6571415,1,0,2,238.4189531
20.46481937,0,0,3,222.5478226
54.41195118,0,1,2,315.9077462
77.64686332,1,1,2,453.6910139
41.92846691,0,0,1,241.2307087
143.5688582,0,1,0,725.5268683
70.05346318,0,1,2,190.3506599
100.0361599,0,0,1,247.4183841
62.74263032,1,0,1,265.6694872
7.713415055,0,0,1,87.56194842
45.48240051,1,0,2,65.01857198
22.01015589,1,0,1,299.9672409
41.86174339,0,1,2,203.9990597
79.88556626,1,1,1,629.5202126
37.08820186,0,0,3,81.76643925
62.85412639,1,1,1,389.7719655
111.6205743,1,1,2,487.3539911
42.41664495,1,1,2,163.610773
29.54890181,0,0,2,231.7614709
-17.72954894,0,0,2,-183.4559455
-6.448570219,1,0,2,137.6002003
7.40011907,0,0,3,110.7141705
39.58909319,0,0,2,121.9191712
104.3875987,0,1,2,568.8491214
40.16023281,0,0,3,123.6099312
15.18117609,0,1,0,77.99812604
44.06065175,1,0,0,364.8075682
29.85769056,0,0,1,124.5153594
-14.0434393,0,0,2,-11.57590146
28.10439162,0,0,3,-112.5689965
138.9349338,0,0,1,719.3828727
28.69173323,1,1,1,250.5541027
29.54902649,0,1,2,114.1100411
10.82851122,1,0,2,-12.56387616
38.61577838,0,0,2,131.0908311
38.34362941,1,1,2,113.5387596
13.74926524,0,0,2,50.48003693
116.955374,1,0,2,612.2003228
100.7589579,0,1,1,694.6712648
108.4524454,1,1,1,632.0105106
94.79014248,1,1,1,502.3300855
60.43637373,0,0,2,324.1796461
-25.85648419,0,0,1,-91.51163001
52.85484065,1,0,2,274.0666534
71.22148965,1,0,0,139.7943052
110.4898324,1,0,2,392.0291273
52.0593881,1,0,1,362.5736451
17.95234313,1,1,1,265.2716929
33.8778744,0,1,2,159.621461
39.25270782,1,0,1,252.3048292
81.99558845,0,1,3,476.4518235
73.85128953,0,1,2,310.8032137
2.303785188,0,0,2,92.57307578
14.49566127,0,1,1,6.637612346
14.73093543,0,1,0,208.6703981
24.38293897,1,1,2,168.9283183
72.82881732,0,0,3,444.3003487
25.77933637,1,0,2,162.0722153
23.98272536,0,1,3,212.0850326
-17.09519536,0,1,1,-28.73402226
5.819633949,0,1,0,70.52997012
51.69746635,0,0,1,250.8488979
-17.5998524,0,0,2,-76.30249726
32.03421643,0,0,1,119.6533292
118.6158632,0,0,2,604.4856611
-36.15959142,0,0,1,10.34497671
-66.95545663,0,1,2,-207.3656203
102.9444079,1,0,1,623.9913119
15.50007216,0,0,3,63.70175509
112.7751686,1,1,1,810.9308288
18.84034754,0,1,0,28.6353653
4.383557444,0,0,2,-123.1616829
100.0970991,0,0,2,355.4482537
16.56838014,0,0,1,77.57740457
36.88907872,1,1,1,47.40634615
60.95065525,0,1,2,413.586213
12.37596084,1,0,0,151.2678061
-10.01123982,0,1,3,-5.121508955
43.69003861,1,1,1,252.5293691
59.5039162,0,1,1,225.3712502
68.19133549,1,0,2,400.7517774
95.55588063,0,0,2,324.3407715
87.20004442,1,1,2,479.8725705
-39.07088699,1,0,1,-395.8750228
76.73975064,0,0,2,321.7662131
38.52153005,0,1,1,159.9312881
31.80820572,0,0,3,189.4988858
-6.80626876,0,0,3,16.06076872
77.55428932,0,1,2,442.398784
29.4365204,0,1,2,206.0842628
75.89922218,0,0,2,278.8563259
67.94170963,1,0,2,413.0036159
30.87745356,1,0,2,115.6464803
-28.32383271,0,0,1,-190.9870035
32.25078127,1,0,2,139.5798342
27.83539156,0,1,1,255.9293902
62.43613229,0,1,0,416.0684842
-19.10813129,0,1,1,40.03719523
13.88300693,0,0,0,132.2552811
25.07459689,0,0,0,100.7884526
13.72165017,1,1,2,235.3183533
3.720017363,1,1,2,254.7849621
70.95206973,0,1,1,338.9944395
76.00959375,0,1,1,347.7024403
7.062555982,1,0,0,-88.64660477
60.84578285,1,1,2,412.5958248
114.5964424,1,0,3,325.4374747
17.97406992,0,1,1,109.968836
53.41199065,0,1,2,573.2740059
82.14184637,0,0,2,328.6334941
45.20368909,1,0,3,201.9393301
-2.531498048,0,1,3,147.6343675
2.139156543,1,1,0,226.2622466
25.18263342,1,0,1,3.117280132
-52.83941542,0,0,1,-240.5088801
-14.98371331,0,0,2,-37.75036013
68.8601727,1,0,1,454.9564991
94.19292316,1,1,0,516.3474991
22.37961444,1,1,2,53.62737724
-13.20282471,1,0,1,-19.37819902
49.15127694,0,1,2,226.9244004
66.26384415,0,0,1,290.4060074
110.1488021,1,1,1,768.3497026
17.29306455,1,1,3,321.5871145
14.55997437,0,0,2,76.86265691
21.01479521,1,1,3,212.9397793
104.3217614,0,0,2,530.1592156
29.91524333,0,0,2,178.7087534
15.28683759,1,1,2,-5.526928954
-29.24448169,1,0,1,-26.92569925
35.70892445,0,1,0,5.503877448
-3.260879338,1,1,2,-20.0941396
71.24090746,1,1,3,412.6590804
21.10903199,0,0,2,-132.7033915
48.18640401,0,0,1,171.1330786
28.60203992,0,0,2,29.89012009
8.608235847,1,0,1,59.7753417
96.30162139,0,1,2,597.2855054
31.99367327,0,1,3,230.1995686
36.12318494,0,0,2,94.52573274
-2.252690454,0,1,2,68.61266805
26.96534654,1,1,2,231.7431933
-47.19811574,1,1,2,-247.3262873
45.18862143,1,0,1,216.8981039
24.06156136,1,0,2,199.050655
46.60027774,1,0,1,471.8350776
50.12152853,1,0,0,170.6908701
39.20275307,1,0,2,217.0760931
34.5571511,1,0,1,-0.527645504
-14.41665002,0,1,2,-127.6265877
9.157021757,0,0,1,-18.76740663
12.88742312,1,0,0,170.0802759
-54.07428957,1,0,2,-297.0430827
75.83705758,1,1,0,334.9757339
16.44283777,1,0,1,-38.84574994
26.8679226,1,1,1,228.4087596
108.9206212,0,0,2,433.6414809
70.97385868,0,0,2,341.7857556
111.9717656,1,0,1,455.5324856
33.70000276,1,0,1,225.7446361
49.13596544,0,1,1,432.2629152
58.5383453,0,1,1,364.4878876
9.418486167,1,1,2,106.3012442
49.35450911,0,0,1,189.1415765
53.62900694,1,0,2,383.4113945
28.22162151,1,0,2,359.3561638
9.423432894,0,1,2,24.35307544
116.4033366,1,1,1,707.8849413
-2.089029685,0,1,2,93.80498035
-4.276571931,0,0,2,43.89127685
83.01498641,0,1,2,447.2204846
89.51229892,0,1,2,467.2351761
32.24537874,1,1,2,338.785456
53.35929893,0,0,0,434.9476407
77.45300696,1,1,2,424.599766
113.4287516,0,0,0,571.4436666
22.95349511,0,1,2,131.7210749
83.88225215,1,0,1,373.4866493
10.81235389,0,1,2,29.53263646
43.83252952,1,0,2,284.9775954
5.721525651,1,0,2,93.88425552
-7.212019718,1,0,3,90.10410765
42.30902974,0,1,3,241.9767696
62.60825889,1,1,2,531.0172844
97.63899375,1,0,1,508.0445649
102.1018877,0,1,2,375.6272008
41.87771643,1,1,3,149.4037652
67.42795975,1,1,1,527.6705639
47.45428406,0,0,3,142.0385411
17.90204347,0,0,1,57.87910241
16.00470009,1,0,2,35.03493987
92.53867091,1,0,1,447.3202063
87.67965838,1,0,2,480.0617201
3.037897819,0,1,1,140.2310049
53.07362412,1,0,3,110.4944745
64.56775077,0,0,3,208.9570379
78.74384536,1,0,0,522.5692839
85.65622331,1,0,1,267.9230414
87.14216238,1,1,3,394.8058497
153.943029,0,1,1,830.6531217
95.76201432,1,1,3,466.2906563
64.98096528,1,1,2,216.0328546
10.74875197,0,0,1,216.8221585
24.54800437,1,1,2,37.99346645
8.346878508,0,0,2,79.35169365
51.05413026,1,1,1,364.0678877
83.40298301,0,0,2,444.4500967
70.88398503,0,1,1,386.4371132
-13.41601738,1,0,1,-204.9347465
-7.047375679,0,1,2,46.8501279
53.89439781,1,1,1,347.3814917
27.84171793,1,1,1,265.427621
18.10917042,1,1,0,204.1384137
113.3901046,1,0,0,508.9337383
8.2761327,1,0,1,118.0456964
-31.32208105,1,1,2,29.36399769
18.86021959,1,0,3,326.4494201
11.48280247,0,1,1,-25.15299566
-43.03964168,1,0,1,-60.39315994
62.76653339,1,1,2,451.2981554
-59.90611914,0,1,3,-335.6373138
8.192584531,1,0,0,159.0001172
76.23578875,1,0,1,467.136113
50.26721419,1,0,2,17.71506843
67.827855,0,1,1,410.7980307
88.43285868,1,0,1,405.2897579
-37.70482619,0,0,3,-176.8242425
-54.06146286,1,0,1,-279.9490484
81.16504502,1,0,1,267.3240257
-0.109236449,0,1,1,-33.65646245
42.73072626,1,0,0,92.07408621
12.44236363,1,0,1,211.0269534
105.7484036,0,1,1,406.3155979
104.6014983,0,0,3,429.3289496
14.00968104,0,1,2,176.8794972
68.34460303,0,1,2,451.0371736
33.67267343,0,0,1,68.02327356
52.31467525,0,0,3,192.9701245
0.755286709,0,0,1,69.08948985
60.49484852,1,0,1,165.5146494
52.83035695,1,1,1,414.6852708
45.60887607,0,1,2,321.6007324
-0.53874958,1,0,2,106.719629
36.11455925,0,1,1,297.6718434
87.43878737,0,0,1,255.229507
-10.66084701,1,1,2,-216.1709886
108.6465519,1,1,3,708.09963
-30.55585496,1,0,2,-107.7144658
23.34518125,0,1,2,279.0787739
29.77772012,1,1,2,195.365566
31.29701762,0,0,2,107.2054566
69.90475343,0,1,0,416.2427316
91.05390461,1,1,2,488.9428131
52.30729491,1,1,1,171.0536028
-23.67635765,0,0,2,-56.77970964
30.41911239,0,0,1,113.1206317
104.15966,0,0,2,334.0835877
43.8115487,0,1,1,295.4249162
93.51605019,1,0,1,427.0275424
83.96556842,0,1,1,639.6750531
112.9249559,1,1,2,749.4689785
77.37827134,1,0,2,279.1451555
68.81995744,1,1,1,192.6168236
70.29079739,0,1,0,480.6744522
-24.94384685,0,0,2,-260.611377
20.88093504,0,0,2,246.1145408
73.91348305,1,1,2,271.8071697
102.4329326,1,0,1,552.1420211
55.28778065,0,0,1,318.0642367
92.44228329,0,0,1,242.2164014
20.29507471,1,1,2,32.57399043
64.01230667,0,0,1,225.0422825
-47.01706825,0,1,3,-226.772575
2.709386412,1,0,1,54.89343327
10.19496131,0,0,0,-198.0681582
32.56669204,0,1,2,248.8796654
12.30495444,1,0,0,75.54470477
47.41174572,0,1,0,282.162319
34.99515799,1,0,1,507.0472909
47.39170523,0,1,1,226.099264
77.34772174,0,0,1,143.6273771
27.79514108,0,0,1,342.9926847
84.33100908,1,1,1,534.1050604
29.26554031,1,0,1,204.9511677
26.61975003,1,0,2,6.766050291
21.63782475,0,0,2,50.44709857
58.77015937,1,1,2,401.3312587
90.97719781,1,0,0,462.5367944
31.65474264,0,1,3,289.1610162
39.59316927,0,0,1,143.1154623
38.44059185,0,0,3,121.033098
74.21524389,1,1,0,246.3465074
79.8117777,0,0,1,476.6193872
37.7615145,1,0,2,119.3256791
76.8408227,1,0,2,482.2210705
27.42496877,1,0,1,182.5993827
68.07661054,1,0,1,240.2193128
56.6168831,0,1,1,299.5036273
71.52255777,0,0,0,401.0679356
102.0044152,1,0,1,488.1944145
5.41807498,1,1,1,3.657799091
93.36346,0,1,2,497.3503487
28.42745186,1,0,2,5.80449298
-35.92885539,0,1,0,4.047066669
-45.27231113,1,1,0,45.97657124
97.17936218,0,0,0,444.6675059
64.38944692,0,1,2,269.9815011
37.07839967,1,1,3,265.5737057
19.18442981,0,1,0,97.35187007
-24.86473237,1,1,0,87.73630608
10.93915395,0,0,1,-10.7021478
116.6589669,1,1,0,632.6068023
79.37385989,0,0,2,386.9053546
20.37490679,1,1,2,74.81993527
147.9403418,0,0,2,712.9859081
48.17187674,0,0,1,155.9383166
3.231709554,1,1,1,138.7074678
42.76191292,1,0,2,297.8047069
50.2143472,0,0,2,421.8467646
157.7445432,0,0,2,760.9743861
119.5458149,1,1,2,484.6991222
34.06359516,0,0,2,260.9496195
39.17330237,0,0,2,187.6134228
3.567290431,0,0,0,-56.93101641
32.26536769,0,0,1,169.1846883
37.63206993,0,1,2,165.6189203
124.5236292,1,1,2,684.7395751
35.14770306,1,1,2,182.9248847
7.769425663,1,0,2,36.31127503
76.90492581,0,1,2,474.3986267
53.16637442,0,0,3,140.5769917
54.09435315,0,0,2,173.9734867
51.5382113,1,1,2,465.0211544
31.00027663,0,0,1,251.1446139
34.86133178,1,1,0,357.0381155
-18.09194787,0,1,2,-13.62573694
-7.969275909,0,1,1,234.1878667
32.38409283,0,0,1,210.8061404
-16.35618795,0,0,3,54.59743101
19.47830301,1,0,2,44.07812523
47.75326564,1,1,2,470.5427414
65.39534639,1,1,2,346.7381853
36.19208237,1,1,1,279.6622042
118.4245038,1,1,2,704.2226561
79.54343729,0,0,1,348.9401732
141.0770016,0,1,1,787.9236117
109.4118506,1,1,2,676.8593649
-2.58130317,0,1,2,-0.608998726
-10.4472692,0,1,0,-52.96444364
84.92110381,0,1,2,400.5533935
47.90665444,0,1,2,228.1665483
99.90231745,0,1,1,515.0210105
80.86764075,1,1,3,217.1986876
108.9500238,1,1,1,430.702837
28.43793131,0,0,1,141.2210552
38.93562596,1,0,3,272.580104
10.11297364,1,1,2,128.4137845
88.72115329,1,1,3,380.4294919
117.9292792,0,0,2,485.6444305
31.23811151,1,1,1,231.3249349
-5.412770078,0,0,2,-44.28423913
33.87884247,1,0,2,135.4139981
26.75641007,0,1,2,261.8864687
13.87718891,0,1,1,121.0559918
26.31198502,0,0,1,318.2606894
5.892077418,1,1,0,115.6869338
34.53330384,1,1,2,116.4582868
55.10367485,1,1,1,419.7009395
53.11509522,1,0,2,246.5360778
61.74898214,1,0,1,372.6655155
-9.294517149,1,1,2,180.3243418
33.0269207,1,1,0,245.8943463
74.67182542,1,0,1,402.8170899
2.991498257,0,1,3,-116.1390415
5.027331623,0,0,3,113.1308732
38.17443237,0,0,2,162.6375406
77.03890877,1,1,2,404.3772893
119.7723252,1,1,2,663.7721747
74.22611138,0,0,2,273.7944692
24.88664662,1,0,2,187.9043444
61.90304727,1,1,1,510.6961259
64.0571583,1,1,0,356.7326836
90.43670132,1,1,2,443.9518303
-15.2029281,1,0,1,-98.55824556
33.81681641,1,1,2,332.6938746
99.00719392,1,0,0,278.6117767
-22.08042978,1,1,2,77.10050366
120.5135506,0,1,1,780.0423429
0.406122077,1,1,0,-2.813220788
-18.68014829,1,1,1,17.51895951
60.47156672,0,1,0,313.3190795
80.04853935,0,0,1,254.2995204
11.27180489,0,0,1,12.06619764
28.82003719,1,1,2,389.1190619
65.33529449,0,0,0,402.303128
67.09478867,1,1,2,454.0662015
93.52769293,1,1,1,667.383231
102.6786646,1,1,1,461.0445672
2.516871153,1,0,2,134.2263904
-22.77429862,1,0,3,44.08399286
83.13446122,1,1,2,425.7971245
-68.13664278,1,1,1,-238.0902926
64.36644953,1,0,2,446.9429534
105.3883072,0,1,2,432.371357
14.18660035,0,0,0,271.7747918
53.11218718,0,1,1,339.3928369
33.07843026,1,1,2,164.252954
92.95516443,0,0,2,317.0124132
52.01886285,0,1,2,457.3164902
49.52910755,0,1,1,210.63676
15.37102686,1,0,2,41.05321478
68.97901586,1,1,1,480.5717675
61.78521482,1,0,1,269.3333962
21.9661221,1,1,0,330.9725016
-32.97974979,1,0,1,-168.371045
82.0674236,1,0,2,451.3697932
-12.69385438,1,0,2,-18.35981691
54.52836145,1,1,1,459.7075552
61.01012943,1,1,1,349.2523356
87.36295104,1,0,0,311.3463357
67.43980891,0,1,1,366.3227913
64.93821174,1,0,2,253.9576642
92.21781845,1,0,0,591.0679875
57.10935596,1,0,2,245.9566577
51.2993959,1,1,1,396.2205163
4.082690453,1,0,1,-107.6801567
38.37128381,0,0,0,150.7703962
14.82904957,1,0,0,74.75683654
8.60534423,1,1,1,111.6432837
47.43781944,0,1,1,456.5526817
34.42260777,0,0,2,74.64588876
-14.1831222,1,0,2,-199.6013644
92.37303741,0,1,0,458.9701005
13.12601166,0,1,2,-6.421609027
69.16359016,1,0,2,241.5105524
164.5346943,1,1,2,719.9567306
10.53573022,1,0,2,71.42895124
4.661745629,1,0,1,-112.5734027
46.8664092,0,0,1,153.9743423
141.2016667,1,1,0,618.9750461
60.72688654,0,0,3,388.0195948
48.13945078,1,1,2,250.0378625
89.48583838,0,1,3,422.1277873
60.36859955,1,1,2,365.3624878
1.757420931,0,0,2,3.270009812
3.362983185,0,0,0,214.08509
28.23199597,1,0,2,131.94663
64.71949534,1,0,2,420.882337
57.99762168,0,1,2,298.8777442
69.27073888,1,0,1,438.5690245
99.64441857,1,0,2,334.0721655
66.17763958,0,1,3,421.0545009
58.08284673,0,1,1,398.9004952
81.42176598,1,0,2,234.3536735
54.17931201,0,0,2,214.588319
-22.9720855,0,0,2,-91.41120934
40.74395562,1,1,1,325.7346049
74.49779337,0,0,2,218.3654175
-34.49752276,0,1,0,-145.4255025
41.22247056,0,1,0,359.1052988
70.31144795,1,1,2,426.638948
60.75558041,0,0,3,285.762275
54.19386913,1,0,2,338.0836746
144.5900112,1,1,1,785.822194
46.22454466,0,0,1,371.6787491
54.07004711,0,0,1,407.0404021
49.53895805,0,0,2,150.4112827
103.9301787,0,1,1,560.2314806
26.5098589,1,1,3,95.01437334
73.88011261,0,1,2,544.8784532
25.88540868,1,1,2,192.6277379
23.95187945,1,1,1,172.7050469
5.885812461,1,1,2,242.4181292
90.87704918,1,1,1,370.8062609
7.630637396,1,0,3,119.8045925
110.3672336,1,1,0,689.881709
28.61027567,1,0,1,1.782464288
44.66661891,1,0,1,236.7123995
98.95365701,0,0,3,475.4261412
34.4204961,0,1,1,-2.995885075
-44.72773456,1,0,2,-269.8107872
70.30577795,1,1,1,410.1901915
33.14788152,0,0,2,107.6997495
17.41392115,1,0,2,100.3519527
25.15004615,0,1,2,113.7031263
21.51843151,1,0,2,182.4195724
42.63811762,0,1,2,368.8326328
-47.84632353,1,1,2,-147.827873
86.11727131,1,0,2,351.4302636
59.08046986,0,1,0,182.9440155
-17.63023886,1,1,1,258.0602043
-3.452328144,1,0,3,-39.63834229
27.88667075,0,0,3,123.2562263
40.88165575,1,0,1,81.20892619
28.30244207,1,0,2,90.27829024
14.11762218,1,1,0,232.5335681
92.85184302,0,1,3,567.8747255
3.834022348,0,1,1,81.2602468
36.72054264,0,1,3,253.5560011
43.45363806,1,0,2,299.7020504
-14.30438764,0,0,2,-192.6358812
69.70276974,1,0,1,398.9192615
47.64858949,1,0,1,101.4022744
34.75348675,1,1,2,326.7370157
7.539361786,1,1,1,270.438107
89.56672753,0,1,1,502.0890451
-11.64282266,1,0,2,35.45674709
15.06176205,0,0,2,6.792411069
73.12322255,1,0,0,311.5511325
69.45358411,0,1,1,402.3008977
50.55938881,1,0,1,287.9235281
17.20709473,0,1,1,176.3764918
15.45714056,0,1,0,0.300498592
-21.22089625,0,1,2,-12.90228292
72.37415636,0,0,2,263.8342767
67.22314999,0,1,2,529.5870998
107.3332857,0,0,1,203.5686842
76.24692988,0,0,1,224.250004
55.25084455,0,0,1,190.565138
-40.85214795,0,0,0,-199.9328832
63.69901522,0,0,3,102.7095321
45.59063397,1,1,1,193.4286863
34.21934872,1,1,1,190.9708815
167.8260282,0,0,1,500.8120312
75.35271676,1,0,2,260.1177439
62.32961482,0,1,2,405.5418383
41.23991742,0,0,1,56.95696272
15.40350954,1,1,3,166.2152534
45.56569417,1,0,2,234.985208
70.61287919,1,0,3,301.5205562
64.57030308,1,1,1,339.7783287
107.4722593,0,1,2,475.0584642
73.58850503,1,1,0,330.7939404
51.33416073,0,1,3,274.7768841
58.80480505,1,0,1,188.3567337
57.86042273,1,0,2,264.4091735
11.76612481,0,0,2,10.99018352
4.472142818,1,1,1,54.25928828
32.66961753,0,0,2,166.9826822
75.04129978,1,1,1,293.5962098
40.82678975,1,0,3,176.4861014
36.19329588,0,1,2,317.1183892
27.46057476,1,1,1,279.672879
59.60318574,1,1,1,281.4138267
-24.04464024,1,1,2,-122.0847013
8.629061407,1,0,2,153.759861
108.5016683,1,1,2,681.1098534
28.07915371,1,0,2,225.7427028
57.46460382,1,0,2,195.2394585
31.45647413,1,1,3,386.4125431
232.8380144,1,0,1,792.5933993
26.24547283,1,0,0,71.20401941
17.62902685,0,0,1,171.7787143
61.38640963,0,0,2,226.1818581
0.610371734,0,1,2,108.4282942
61.57224052,1,1,2,516.7502642
72.68927385,1,0,0,275.1424044
57.34477321,1,0,1,265.1716383
47.35251533,0,1,1,309.9425592
77.65903441,1,0,0,336.5644092
86.86958275,1,0,2,538.0193361
80.86885471,1,0,2,279.9407242
113.2612717,0,1,2,720.7983113
40.43880482,0,0,1,276.8786496
55.80397904,1,1,2,456.4223435
51.14794114,1,1,2,338.5971343
30.6552886,1,0,0,155.161453
45.55568194,1,0,0,476.9388811
-24.46043347,0,1,1,-147.0794376
30.71636618,1,0,1,151.5796752
54.48629456,1,1,2,287.399599
71.19027534,1,0,1,286.7901827
-9.751375636,1,0,2,39.39110213
28.39125929,1,1,1,113.0603438
57.1865232,0,0,1,168.0626188
120.2729902,1,0,2,602.5529914
51.86844948,1,1,1,290.9226498
15.29605074,0,0,0,105.2787076
19.5693902,0,0,1,207.8707035
30.33111896,0,0,0,242.7543707
-11.1223431,1,1,2,-27.66494105
90.07631178,1,1,0,555.0905826
39.70656543,1,1,2,450.5488212
9.043650237,1,0,2,-98.08280509
27.57713436,0,1,2,141.9134093
-72.24827008,1,0,1,-81.41981135
45.00299707,1,1,1,492.586145
31.1550743,1,1,0,204.9602529
19.95461167,1,1,2,113.0214259
48.1170111,1,0,1,262.9397263
50.64575609,0,0,0,165.0476275
10.75090016,0,0,3,-102.7961984
84.22144779,1,0,1,416.0837214
-4.847601913,1,0,2,210.7023675
-15.55894284,0,0,1,-54.79675078
6.466242588,0,0,0,105.0354514
56.05757041,0,0,1,174.872084
38.14297769,1,0,2,394.0021841
109.7686765,1,1,1,694.6375472
98.93056148,0,0,2,436.1999139
46.91995586,1,1,1,226.4252804
8.039816365,1,1,2,-54.5001956
40.55616347,0,1,2,305.9456051
10.84105571,0,0,0,44.15737369
15.3623393,0,0,1,216.6806005
83.87786871,0,0,1,256.9159151
-13.41089383,0,1,1,-108.3084948
76.88914655,1,0,2,376.0909618
12.1544971,1,0,3,30.46642971
18.53166967,1,1,1,216.6544887
45.57178328,1,0,3,311.4863983
67.44681474,0,1,0,445.5791164
26.15039205,1,1,1,105.6917499
-15.63468378,0,0,1,-29.47755539
-29.64819051,1,1,2,-71.60001471
130.2590951,0,0,1,624.0377211
18.73379578,1,0,1,202.2458662
8.556044962,1,0,1,91.26571497
73.47872254,0,1,1,439.2948578
136.5387812,1,1,2,786.8478983
63.33268884,1,0,1,215.24207
29.04190728,1,1,3,499.740825
50.22418467,1,0,2,361.8781571
71.82356926,1,1,1,307.5959638
132.4564729,0,0,2,372.1672076
42.88032121,0,1,3,447.4730931
90.91968037,1,1,1,524.7147051
50.70313274,0,0,2,256.0532795
59.89094536,0,1,1,407.4033151
53.50309556,1,1,1,600.0731807
97.3988045,0,1,0,467.9450121
7.259780054,1,1,1,-55.77563072
53.84806776,1,1,2,300.6309751
57.84407935,1,0,3,371.5556939
142.7523298,0,1,2,483.3785218
-20.18782524,1,1,2,-25.04647305
19.32172941,0,1,2,74.6544587
23.65308524,1,0,2,319.3146024
-3.294325908,0,1,2,26.05668951
56.7540007,0,1,1,370.4931273
36.66736155,1,0,1,137.1684666
42.52652189,1,1,2,353.3666882
-61.89358931,0,1,2,-159.5064851
10.78094894,1,1,2,45.83401812
32.93328097,1,1,1,355.0710416
12.52092304,1,1,2,139.8946716
27.89262524,0,1,1,50.96600303
86.32182322,0,0,3,461.9823218
65.17623594,1,1,2,337.1770296
-59.67697546,0,0,1,-279.7654643
61.25759972,1,0,1,325.3909348
-19.22291793,0,0,3,-7.126291292
117.172239,1,0,1,510.2975749
59.23598389,0,1,2,234.2557481
77.32498771,1,0,2,320.4932821
79.58157651,0,0,2,383.7677168
4.03878293,1,1,1,278.0892263
-1.258793858,0,1,1,-4.519784218
43.87723792,1,0,2,184.6928816
-1.012804548,1,0,1,-297.4271816
74.76354349,0,1,0,480.2093221
37.14208894,1,1,3,403.3201803
69.29492631,0,1,0,376.4105723
2.879506351,1,0,1,163.3911066
80.80752311,0,0,2,418.3960913
-13.89148456,0,1,1,16.89155691
83.98157666,1,1,2,330.1255354
53.59731979,0,0,1,333.7220559
47.24982177,0,1,3,269.795324
30.7898701,1,0,3,195.9948561
23.97227772,0,1,2,205.4346071
27.07454765,0,1,1,170.7126508
93.15141924,1,0,0,273.2322343
59.37352403,0,1,1,299.2510882
-17.9071475,1,1,0,98.40186372
-23.33727397,1,1,1,-34.16518538
23.85932404,0,1,3,122.9812949
27.33734792,0,1,2,282.2417057
74.76232411,1,1,2,576.3693031
2.213447503,1,1,3,157.1786332
75.11704327,0,1,2,422.2408332
69.48092791,0,0,2,425.9016191
61.58309993,1,1,1,419.0209282
51.53093142,1,1,2,441.7694207
11.00599715,0,0,2,-90.63747261
68.36974026,1,1,3,366.2400585
21.81564114,0,1,1,163.385549
132.9995528,1,1,0,922.9948668
82.64541246,1,0,1,529.3605857
87.95532309,0,1,2,696.9809588
6.627950916,1,1,2,215.5395355
-14.61075255,1,0,2,-61.89997935
40.93726765,1,0,2,103.1852058
-23.43092869,0,0,1,141.1656885
46.83184773,0,1,2,262.3348812
61.20042738,0,0,1,114.4696968
8.159546781,1,1,1,166.9107493
24.2206006,0,0,1,144.5266467
81.26797055,0,1,2,384.3031588
73.6880235,0,1,1,209.2113424
83.12430983,0,0,1,372.430874
-2.421259731,1,1,3,-78.12738688
7.696388446,0,0,1,83.49387881
93.09256014,0,0,1,338.8645988
0.249085895,1,1,1,241.063304
35.01255251,0,1,2,199.1815349
46.75143884,0,1,1,203.9021927
121.5229229,1,1,0,766.8844062
82.5390066,1,0,2,260.8087715
45.39645667,1,1,2,276.5082422
108.2594447,1,1,2,591.3034497
56.47430863,0,1,2,391.88356
41.62564451,0,0,1,155.0952715
49.66976191,0,0,2,127.3210794
106.7276242,1,0,1,515.674426
-15.71705227,1,1,3,381.1041324
46.44963921,0,1,1,516.616169
73.36191183,0,0,2,389.5318893
-19.46501318,0,0,1,43.44895905
1.34599609,1,0,1,66.71056613
110.9396011,0,0,1,460.6790383
-16.37547852,0,1,1,-67.69103923
16.54308422,0,0,1,127.305597
78.09214419,1,1,2,540.662365
-24.92475702,1,1,0,-269.1557506
-16.72289625,1,1,3,189.9185174
88.75090663,0,1,1,439.4861191
18.24284025,0,1,0,143.2110238
-34.82852126,1,1,2,231.9986949
59.688089,1,1,2,540.8024651
-2.330997869,1,0,1,-50.86681717
96.93256148,0,0,1,434.7599327
134.9598582,0,1,0,734.6367657
48.94729734,1,0,2,232.8701543
108.7056986,1,1,1,587.4675163
-13.35159788,0,1,1,-107.9136538
-4.486751053,1,1,2,143.7347168
89.09779574,1,1,1,402.1381704
39.76900616,0,0,2,178.4260668
87.93068611,0,1,1,332.9481015
102.5984398,0,1,2,612.6470814
79.50042721,0,1,2,475.0350261
84.35435382,0,0,2,495.6022464
97.03130109,1,1,0,500.8619112
91.12879369,0,1,2,582.4991978
22.13863372,0,1,1,71.23824622
9.165051069,1,0,1,20.37540161
